surface_m2,nb_etages,annee_construction,occupation_h_j,altitude_m,type_batiment,isolation,vitrage,chauffage,orientation,conso_kwh_m2,conso_totale_kwh,label_dpe
179,11,1957,20,258,bureau,faible,triple,elec,SO,116.7,20889,C
81,11,1930,16,10,residentiel,faible,double,fioul,N,143.5,11624,C
324,14,1961,12,4,residentiel,moyen,triple,elec,SO,67.2,21773,B
243,4,1969,5,122,residentiel,moyen,double,gaz,SO,64.5,15674,B
204,7,2023,9,244,industriel,faible,simple,elec,SO,66.9,13648,B
575,8,1923,15,39,residentiel,fort,double,gaz,O,102.9,59168,C
335,3,1953,5,12,residentiel,moyen,triple,gaz,SE,63.9,21406,B
267,8,1955,14,161,residentiel,moyen,simple,elec,N,109.2,29156,C
274,10,1977,20,183,bureau,moyen,double,gaz,O,84.9,23263,B
444,8,1953,12,4,commercial,moyen,triple,gaz,SO,55.6,24686,B
151,10,1985,16,104,residentiel,tres_fort,simple,elec,E,63.8,9634,B
132,2,2008,8,35,residentiel,faible,double,elec,SE,68.7,9068,B
208,7,1990,15,37,residentiel,moyen,double,gaz,E,85.2,17722,B
107,14,1988,7,360,bureau,fort,triple,bois,NE,60.1,6431,B
237,4,1932,18,260,industriel,faible,double,gaz,NO,135.3,32066,C
262,7,2012,14,182,residentiel,fort,simple,gaz,SO,44.7,11711,A
233,9,1978,16,6,residentiel,tres_fort,simple,fioul,E,67.6,15751,B
190,9,1937,10,26,commercial,fort,double,gaz,SE,68.4,12996,B
778,3,1986,11,35,commercial,tres_fort,double,fioul,O,59.6,46369,B
473,2,1970,17,97,residentiel,moyen,simple,pompe_chaleur,O,98.8,46732,C
229,11,2013,16,444,residentiel,moyen,triple,elec,N,78.2,17908,B
261,8,1987,17,148,residentiel,faible,simple,gaz,N,115.2,30067,C
641,13,2019,6,180,commercial,faible,triple,gaz,SE,59.2,37947,B
163,14,2021,7,4,bureau,moyen,triple,pompe_chaleur,N,20.0,3260,A
124,3,1944,9,54,bureau,moyen,double,gaz,N,94.9,11768,C
287,6,1950,11,359,commercial,moyen,double,pompe_chaleur,S,86.6,24854,B
327,12,1941,14,572,residentiel,moyen,simple,pompe_chaleur,E,96.6,31588,C
344,5,1943,14,24,residentiel,fort,double,pompe_chaleur,S,72.5,24940,B
437,3,1991,5,84,residentiel,faible,double,gaz,NE,64.8,28318,B
147,3,2018,4,49,commercial,moyen,simple,pompe_chaleur,SE,36.1,5307,A
91,8,1970,20,147,bureau,faible,double,pompe_chaleur,NE,122.3,11129,C
163,6,2004,15,69,residentiel,fort,simple,gaz,NO,59.7,9731,B
368,14,1997,4,73,residentiel,moyen,double,fioul,SO,50.5,18584,B
128,14,1947,21,172,commercial,fort,double,gaz,SO,85.0,10880,B
63,2,2008,11,63,commercial,faible,double,bois,NO,97.0,6111,C
271,13,1969,17,94,bureau,moyen,simple,gaz,N,104.0,28184,C
165,2,1921,13,19,residentiel,tres_fort,simple,gaz,SE,71.1,11731,B
73,11,1994,7,56,industriel,faible,double,pompe_chaleur,SE,77.0,5621,B
258,14,2011,17,327,commercial,moyen,double,gaz,E,67.0,17286,B
187,5,1945,11,2,bureau,faible,double,gaz,S,102.5,19168,C
791,3,1947,7,429,bureau,faible,simple,gaz,S,139.5,110344,C
260,1,1996,8,106,industriel,moyen,double,pompe_chaleur,E,72.5,18850,B
369,5,2020,20,88,industriel,faible,triple,gaz,NO,85.9,31697,B
242,14,1947,14,86,bureau,moyen,double,elec,SO,98.6,23861,C
161,7,1964,12,183,residentiel,tres_fort,double,elec,S,45.8,7374,A
174,6,1990,19,221,residentiel,moyen,double,elec,O,84.4,14686,B
521,1,2008,9,9,commercial,faible,triple,gaz,SE,71.9,37460,B
413,10,1923,7,446,bureau,fort,triple,gaz,N,62.0,25606,B
86,3,1940,5,27,residentiel,moyen,simple,bois,SO,83.4,7172,B
102,10,2012,6,3,residentiel,tres_fort,simple,pompe_chaleur,N,54.9,5600,B
106,12,1974,22,32,industriel,moyen,simple,fioul,E,95.8,10155,C
514,11,1998,22,2,commercial,fort,double,pompe_chaleur,N,53.4,27448,B
73,8,1926,12,91,industriel,tres_fort,simple,pompe_chaleur,SE,70.2,5125,B
424,10,1929,13,368,residentiel,faible,triple,bois,O,122.4,51898,C
323,6,1996,11,453,commercial,fort,simple,elec,O,64.6,20866,B
271,10,1959,14,108,commercial,fort,double,fioul,NE,80.7,21870,B
176,10,2017,7,572,residentiel,fort,double,gaz,E,37.7,6635,A
562,3,1964,17,149,residentiel,faible,double,gaz,SE,112.4,63169,C
265,5,2007,14,6,industriel,moyen,double,elec,O,57.2,15158,B
89,11,1976,22,140,residentiel,faible,double,elec,SE,113.9,10137,C
105,7,1990,10,139,bureau,tres_fort,double,elec,NO,48.3,5072,A
77,4,1987,19,177,bureau,faible,double,elec,NO,113.2,8716,C
567,14,1932,7,7,bureau,faible,double,elec,SO,113.1,64128,C
663,13,2002,5,3,residentiel,tres_fort,triple,fioul,NE,20.0,13260,A
523,11,2022,19,206,commercial,moyen,double,gaz,E,72.7,38022,B
221,6,1960,21,352,residentiel,fort,double,gaz,NO,79.1,17481,B
90,8,1955,21,55,commercial,moyen,double,pompe_chaleur,NO,94.1,8469,C
117,14,1982,5,3,residentiel,fort,triple,elec,O,21.3,2492,A
122,8,1985,11,70,bureau,faible,double,pompe_chaleur,E,106.0,12932,C
237,12,1959,13,120,commercial,moyen,triple,gaz,SO,73.3,17372,B
646,12,1948,9,23,residentiel,moyen,triple,gaz,E,79.0,51034,B
644,12,2021,9,439,residentiel,moyen,simple,fioul,N,59.2,38125,B
174,9,2006,11,77,commercial,moyen,simple,gaz,NO,68.5,11919,B
51,5,1979,4,80,residentiel,faible,double,pompe_chaleur,N,84.8,4325,B
108,5,1959,22,97,residentiel,fort,double,gaz,SE,79.2,8554,B
562,12,1956,10,58,bureau,faible,double,elec,SE,98.4,55301,C
288,6,1960,15,112,industriel,moyen,triple,pompe_chaleur,NO,61.0,17568,B
191,4,1981,19,191,bureau,moyen,double,elec,S,104.0,19864,C
182,3,1920,7,27,residentiel,moyen,double,gaz,SO,95.2,17326,C
145,9,1988,8,313,industriel,fort,double,pompe_chaleur,N,46.9,6800,A
105,14,1979,16,121,bureau,moyen,simple,gaz,N,85.1,8936,B
1044,6,1935,23,275,residentiel,tres_fort,double,gaz,E,91.1,95108,C
815,10,1946,12,182,residentiel,fort,triple,elec,NE,65.3,53220,B
138,5,1948,22,55,residentiel,fort,simple,elec,NO,90.8,12530,C
72,6,2015,4,77,residentiel,fort,triple,elec,E,24.9,1793,A
275,6,2017,18,60,bureau,faible,triple,gaz,SO,66.7,18342,B
221,6,2001,23,30,residentiel,tres_fort,simple,gaz,SE,55.9,12354,B
380,12,1990,18,310,bureau,fort,triple,gaz,S,63.4,24092,B
445,13,2019,6,11,residentiel,fort,double,fioul,N,55.3,24608,B
108,4,1996,4,553,residentiel,faible,double,gaz,NO,69.6,7517,B
600,6,1960,12,493,residentiel,faible,simple,fioul,S,125.9,75540,C
191,1,1957,15,330,bureau,fort,double,gaz,E,67.2,12835,B
374,11,1988,17,15,commercial,moyen,double,gaz,SE,71.8,26853,B
204,10,1962,22,143,residentiel,fort,simple,pompe_chaleur,S,68.3,13933,B
467,12,1966,15,20,residentiel,moyen,double,gaz,E,98.6,46046,C
47,8,2021,9,30,residentiel,moyen,triple,elec,SO,22.4,1053,A
410,13,2014,4,31,commercial,faible,double,fioul,NO,48.8,20008,A
137,2,1983,22,176,residentiel,faible,double,pompe_chaleur,NE,113.2,15508,C
258,6,1953,16,2,commercial,faible,triple,elec,SO,114.7,29593,C
585,7,1965,17,58,residentiel,fort,simple,pompe_chaleur,SE,69.2,40482,B
139,11,1954,18,7,residentiel,fort,simple,gaz,O,87.8,12204,B
125,4,1963,20,59,commercial,tres_fort,double,pompe_chaleur,NO,69.6,8700,B
189,5,1958,20,44,bureau,fort,double,gaz,NE,75.2,14213,B
180,2,1966,21,98,residentiel,fort,simple,gaz,E,88.1,15858,B
117,14,1971,7,258,industriel,moyen,double,elec,SO,51.5,6026,B
264,7,1986,9,111,residentiel,fort,simple,gaz,NE,54.5,14388,B
273,1,2012,4,188,residentiel,tres_fort,double,pompe_chaleur,NO,39.3,10729,A
338,4,1974,6,102,residentiel,fort,double,gaz,O,60.7,20517,B
138,8,1941,22,109,bureau,faible,double,gaz,S,136.0,18768,C
126,7,1939,12,61,commercial,fort,double,pompe_chaleur,N,66.2,8341,B
225,8,1987,17,157,residentiel,faible,simple,elec,SE,107.3,24142,C
206,1,2023,15,98,industriel,faible,triple,bois,NE,45.5,9373,A
209,13,1951,13,0,bureau,fort,triple,gaz,NE,61.1,12770,B
149,12,1929,7,14,industriel,fort,double,gaz,N,67.6,10072,B
308,4,1928,18,12,commercial,faible,simple,gaz,SE,162.6,50081,D
127,6,1948,19,31,industriel,faible,double,elec,E,133.2,16916,C
225,2,2019,7,276,bureau,tres_fort,double,gaz,NE,35.8,8055,A
197,2,2001,10,158,residentiel,faible,simple,pompe_chaleur,E,79.2,15602,B
239,12,2001,23,227,residentiel,faible,simple,gaz,S,115.9,27700,C
561,2,1954,21,349,bureau,fort,simple,fioul,S,102.4,57446,C
97,5,2019,17,430,residentiel,fort,double,elec,SE,71.3,6916,B
46,14,1962,23,102,commercial,moyen,double,pompe_chaleur,N,106.5,4899,C
161,5,1961,21,97,residentiel,moyen,triple,gaz,N,102.8,16551,C
109,10,2017,16,15,commercial,moyen,double,gaz,E,70.4,7674,B
30,2,1998,15,131,residentiel,moyen,double,gaz,SO,66.9,2007,B
831,13,1950,16,74,industriel,fort,simple,elec,NO,76.4,63488,B
362,13,1987,20,11,residentiel,fort,triple,elec,SE,67.0,24254,B
390,13,1956,23,209,residentiel,moyen,simple,gaz,S,117.9,45981,C
200,9,1984,10,15,commercial,moyen,simple,gaz,SO,91.9,18380,C
329,14,1934,10,469,commercial,moyen,double,bois,N,106.8,35137,C
182,10,1924,6,23,commercial,faible,double,gaz,N,142.7,25971,C
433,6,2020,4,154,industriel,moyen,triple,gaz,O,27.8,12037,A
279,13,1927,11,29,residentiel,faible,double,gaz,O,140.5,39200,C
239,4,1961,8,173,commercial,fort,double,gaz,E,42.2,10086,A
251,12,1940,21,361,residentiel,moyen,double,elec,S,114.2,28664,C
683,14,1921,13,214,bureau,fort,double,elec,E,98.1,67002,C
275,7,1997,17,60,residentiel,moyen,double,elec,E,87.7,24118,B
119,4,1949,8,104,residentiel,fort,double,pompe_chaleur,NE,62.3,7414,B
310,3,2003,13,8,bureau,tres_fort,simple,gaz,E,29.4,9114,A
345,8,1977,20,8,commercial,moyen,triple,gaz,S,68.3,23564,B
221,10,1987,8,97,residentiel,faible,simple,pompe_chaleur,NE,98.6,21791,C
236,9,1989,11,108,industriel,fort,double,gaz,NE,59.0,13924,B
116,10,1939,15,37,bureau,faible,triple,gaz,O,93.3,10823,C
262,1,1967,8,53,residentiel,moyen,double,elec,N,74.5,19519,B
105,1,2000,15,3,bureau,faible,double,pompe_chaleur,SO,70.6,7413,B
205,4,1944,16,63,residentiel,tres_fort,double,gaz,NE,79.8,16359,B
153,13,1931,14,389,residentiel,faible,simple,fioul,E,141.2,21604,C
487,8,1963,7,72,bureau,moyen,triple,gaz,NO,73.9,35989,B
724,5,2012,18,55,residentiel,moyen,double,bois,O,65.4,47350,B
110,10,1953,20,135,residentiel,fort,triple,gaz,S,49.1,5401,A
244,7,1960,8,102,commercial,moyen,simple,pompe_chaleur,NO,109.2,26645,C
197,3,1933,6,18,residentiel,tres_fort,double,gaz,N,65.1,12825,B
339,8,1995,14,37,commercial,fort,double,pompe_chaleur,E,69.6,23594,B
262,10,1955,7,34,commercial,moyen,simple,elec,NO,94.7,24811,C
187,13,1937,10,103,residentiel,moyen,double,fioul,NO,89.2,16680,B
261,6,1930,17,19,bureau,fort,double,pompe_chaleur,SO,83.5,21794,B
211,3,1952,8,69,residentiel,fort,simple,elec,NO,79.7,16817,B
744,13,1941,11,58,bureau,moyen,triple,gaz,S,69.6,51782,B
140,6,1971,10,213,residentiel,moyen,double,gaz,NO,68.8,9632,B
293,3,1964,18,20,industriel,faible,double,bois,SE,119.8,35101,C
350,8,1971,20,334,residentiel,faible,double,fioul,NO,121.4,42490,C
333,1,1958,21,213,bureau,faible,double,gaz,NO,140.1,46653,C
199,14,1930,6,95,residentiel,faible,double,gaz,SE,137.7,27402,C
638,11,2000,19,286,residentiel,faible,double,gaz,NE,102.9,65650,C
57,7,1977,9,312,bureau,tres_fort,double,gaz,SO,29.0,1653,A
114,8,1939,21,210,bureau,fort,double,gaz,NO,91.9,10477,C
389,6,1927,14,71,industriel,fort,double,pompe_chaleur,N,88.4,34388,B
132,7,2017,22,53,residentiel,fort,double,gaz,S,64.6,8527,B
127,14,2016,12,238,residentiel,fort,simple,fioul,O,59.6,7569,B
176,11,1939,10,46,residentiel,faible,simple,bois,O,147.9,26030,C
141,10,1963,20,16,residentiel,fort,double,gaz,SE,69.7,9828,B
382,14,1980,11,2,commercial,moyen,triple,elec,NO,72.5,27695,B
461,3,1965,19,18,industriel,moyen,simple,elec,N,110.8,51079,C
260,13,2006,5,83,commercial,tres_fort,double,gaz,O,32.6,8476,A
512,3,1980,17,4,residentiel,tres_fort,double,pompe_chaleur,NE,49.6,25395,A
93,4,1947,22,18,residentiel,moyen,double,elec,SO,125.7,11690,C
258,10,2001,9,76,commercial,fort,double,gaz,NO,49.1,12668,A
629,2,2010,23,105,residentiel,faible,double,fioul,S,86.0,54094,B
485,7,1927,4,60,bureau,faible,double,gaz,S,123.9,60092,C
669,5,2008,6,67,residentiel,faible,double,gaz,E,63.8,42682,B
162,1,1993,10,111,residentiel,faible,simple,bois,O,84.1,13624,B
465,3,2015,10,47,commercial,fort,double,gaz,N,45.5,21158,A
182,7,2014,16,123,residentiel,moyen,double,gaz,SE,43.2,7862,A
371,2,1925,21,284,industriel,faible,triple,gaz,N,134.8,50011,C
613,14,1965,6,23,residentiel,tres_fort,double,gaz,N,26.7,16367,A
140,7,1927,18,15,residentiel,moyen,simple,elec,S,104.1,14574,C
67,11,1921,20,166,residentiel,moyen,simple,pompe_chaleur,S,139.9,9373,C
892,3,2015,15,64,residentiel,moyen,double,gaz,NE,49.3,43976,A
344,8,1945,23,53,bureau,moyen,triple,elec,SE,97.5,33540,C
227,2,1926,5,66,residentiel,moyen,simple,gaz,SO,106.6,24198,C
218,3,2017,18,194,bureau,fort,double,gaz,SE,52.0,11336,B
56,10,1962,12,61,commercial,tres_fort,double,fioul,NO,47.4,2654,A
283,5,1932,12,276,residentiel,moyen,double,pompe_chaleur,NE,101.6,28753,C
169,14,1946,16,105,residentiel,moyen,double,pompe_chaleur,E,94.3,15937,C
254,14,1921,19,21,residentiel,faible,simple,gaz,O,190.1,48285,D
250,2,1990,13,125,commercial,tres_fort,double,elec,SE,37.8,9450,A
30,10,2017,9,42,bureau,moyen,simple,pompe_chaleur,N,53.0,1590,B
345,11,1960,9,186,residentiel,moyen,triple,fioul,SE,71.2,24564,B
279,4,2009,23,62,bureau,tres_fort,simple,pompe_chaleur,SE,51.1,14257,B
307,12,1955,12,53,bureau,fort,double,elec,N,52.0,15964,B
215,11,1967,11,173,residentiel,faible,double,gaz,S,91.0,19565,C
253,5,1942,15,32,residentiel,moyen,double,gaz,E,111.6,28235,C
276,2,1920,17,30,industriel,moyen,double,gaz,SO,112.3,30995,C
296,7,1936,4,88,residentiel,tres_fort,double,gaz,O,50.7,15007,B
341,6,1980,4,35,residentiel,moyen,simple,gaz,SE,69.8,23802,B
298,8,1930,15,87,residentiel,moyen,double,elec,NE,126.0,37548,C
893,4,2004,16,336,bureau,fort,triple,elec,N,32.0,28576,A
147,5,2015,13,69,residentiel,moyen,double,elec,NO,55.8,8203,B
188,13,1949,9,150,residentiel,faible,double,elec,NO,118.1,22203,C
800,12,1948,19,163,residentiel,tres_fort,double,gaz,SE,64.4,51520,B
220,11,1937,6,30,bureau,faible,double,elec,SO,124.5,27390,C
470,5,1962,16,1,residentiel,tres_fort,triple,bois,NE,62.0,29140,B
269,7,2014,12,48,industriel,fort,double,elec,SO,38.9,10464,A
209,5,1960,11,116,residentiel,faible,triple,fioul,S,71.8,15006,B
488,6,1999,6,74,residentiel,fort,triple,gaz,NE,61.5,30012,B
352,8,1953,17,62,industriel,fort,double,elec,NE,79.0,27808,B
84,13,1966,7,28,commercial,fort,double,elec,S,52.7,4427,B
276,12,1971,14,75,residentiel,fort,double,pompe_chaleur,NE,79.5,21942,B
122,3,2014,21,200,commercial,faible,double,fioul,NO,82.1,10016,B
596,14,1971,18,54,bureau,faible,simple,elec,O,144.1,85884,C
835,2,1983,5,409,residentiel,fort,simple,pompe_chaleur,NO,53.0,44255,B
908,1,2008,23,143,commercial,faible,simple,fioul,NO,122.7,111412,C
314,12,2018,16,27,commercial,moyen,double,pompe_chaleur,NE,64.7,20316,B
177,4,2013,20,110,residentiel,moyen,double,gaz,O,63.3,11204,B
307,12,1930,5,401,bureau,faible,simple,gaz,E,172.4,52927,D
127,1,1931,22,13,residentiel,fort,double,fioul,NO,102.0,12954,C
1264,4,1965,18,127,residentiel,fort,double,pompe_chaleur,SO,64.9,82034,B
565,12,1956,21,165,industriel,fort,triple,bois,O,61.5,34748,B
303,3,1990,23,25,bureau,faible,simple,gaz,NE,128.1,38814,C
492,8,1964,20,308,bureau,moyen,double,pompe_chaleur,SO,107.1,52693,C
173,11,1962,12,0,bureau,fort,double,pompe_chaleur,E,70.7,12231,B
113,5,1929,20,445,bureau,moyen,double,fioul,SE,116.9,13210,C
52,3,1956,23,189,residentiel,fort,simple,pompe_chaleur,E,113.5,5902,C
259,12,1979,22,130,industriel,fort,simple,gaz,E,90.9,23543,C
212,9,1992,16,10,bureau,moyen,double,pompe_chaleur,E,68.1,14437,B
352,13,1937,23,44,bureau,moyen,double,elec,N,111.1,39107,C
247,10,1982,15,159,bureau,fort,simple,gaz,O,77.5,19142,B
341,11,1979,12,82,residentiel,faible,double,gaz,E,103.4,35259,C
432,9,1949,7,17,residentiel,tres_fort,simple,fioul,S,61.4,26525,B
88,10,2012,13,157,residentiel,fort,double,gaz,SE,47.7,4198,A
450,6,1966,23,28,residentiel,faible,double,elec,NE,133.7,60165,C
184,13,1947,6,196,bureau,fort,simple,elec,S,72.2,13285,B
352,12,1993,21,269,commercial,moyen,simple,bois,S,97.2,34214,C
500,4,1939,16,94,residentiel,moyen,triple,pompe_chaleur,SE,91.9,45950,C
503,14,1985,6,28,residentiel,tres_fort,triple,gaz,E,29.5,14838,A
268,4,1990,8,109,bureau,fort,simple,gaz,O,54.3,14552,B
277,10,1967,4,284,residentiel,fort,double,gaz,N,56.1,15540,B
457,13,1941,18,4,industriel,fort,simple,gaz,SE,91.8,41953,C
86,6,1947,11,19,residentiel,moyen,triple,pompe_chaleur,E,90.5,7783,C
126,3,1943,7,166,residentiel,moyen,triple,gaz,NO,75.3,9488,B
201,14,1931,7,185,residentiel,faible,double,gaz,O,114.8,23075,C
96,12,2023,14,229,industriel,faible,double,fioul,SE,50.3,4829,B
202,7,2007,10,47,residentiel,moyen,double,gaz,O,54.0,10908,B
195,14,1974,22,387,bureau,moyen,simple,gaz,SO,109.8,21411,C
260,2,2005,23,160,residentiel,fort,double,elec,NO,61.5,15990,B
235,8,1988,8,19,residentiel,moyen,simple,gaz,O,79.7,18730,B
517,3,1983,21,21,commercial,fort,double,gaz,O,65.8,34019,B
365,3,1994,5,130,residentiel,fort,double,bois,NE,44.6,16279,A
233,5,1979,12,35,residentiel,tres_fort,simple,pompe_chaleur,NO,58.2,13561,B
194,9,1978,15,509,bureau,moyen,double,pompe_chaleur,NO,71.9,13949,B
237,3,1934,9,287,commercial,tres_fort,double,pompe_chaleur,N,61.6,14599,B
240,8,1983,16,157,residentiel,fort,double,gaz,E,82.0,19680,B
1427,11,1966,15,53,residentiel,faible,double,pompe_chaleur,O,111.7,159396,C
88,3,1945,22,36,industriel,moyen,triple,elec,NE,97.4,8571,C
128,1,1970,22,426,bureau,moyen,simple,gaz,N,113.2,14490,C
115,11,2006,20,48,commercial,fort,double,gaz,S,58.5,6728,B
295,6,1967,19,150,commercial,fort,double,elec,O,77.5,22862,B
287,3,1969,10,162,bureau,moyen,simple,gaz,O,89.5,25686,B
164,13,1945,21,111,residentiel,fort,triple,gaz,NE,63.2,10365,B
458,6,2003,11,76,residentiel,moyen,double,gaz,N,65.0,29770,B
317,2,1932,19,19,commercial,moyen,double,elec,SE,97.3,30844,C
472,5,2007,13,319,commercial,tres_fort,simple,gaz,E,51.5,24308,B
568,9,2016,14,36,industriel,tres_fort,triple,elec,NE,45.5,25844,A
55,5,1938,20,289,bureau,fort,triple,gaz,SO,79.2,4356,B
395,14,1977,6,181,residentiel,moyen,simple,elec,O,69.3,27374,B
99,9,1980,21,127,bureau,faible,double,gaz,E,116.0,11484,C
291,2,2009,20,171,bureau,moyen,simple,elec,E,77.7,22611,B
233,5,1953,13,305,residentiel,moyen,double,elec,NO,87.1,20294,B
240,5,1989,17,339,commercial,moyen,double,pompe_chaleur,SO,95.1,22824,C
105,3,1930,9,80,bureau,tres_fort,simple,gaz,NE,56.8,5964,B
503,1,2005,19,393,residentiel,fort,double,elec,S,63.0,31689,B
99,2,1998,6,181,bureau,moyen,triple,pompe_chaleur,SO,57.0,5643,B
414,10,1942,18,114,bureau,moyen,double,gaz,N,110.3,45664,C
90,4,1933,17,271,industriel,moyen,simple,elec,O,120.3,10827,C
242,6,1931,8,21,residentiel,moyen,triple,elec,S,68.8,16650,B
865,2,2006,20,338,bureau,fort,simple,pompe_chaleur,N,55.7,48180,B
1278,14,1983,9,26,bureau,faible,double,elec,SO,85.7,109525,B
79,14,1958,14,381,bureau,fort,double,fioul,N,74.9,5917,B
149,10,1977,21,68,residentiel,faible,simple,pompe_chaleur,SO,122.8,18297,C
170,5,1978,5,47,commercial,moyen,simple,elec,NE,89.3,15181,B
1186,9,1930,12,51,industriel,tres_fort,simple,gaz,E,70.3,83376,B
233,6,1965,16,89,bureau,faible,simple,elec,SE,113.1,26352,C
519,13,1983,7,55,bureau,faible,double,gaz,N,101.9,52886,C
302,9,1983,14,592,residentiel,fort,triple,elec,NO,45.9,13862,A
106,2,1938,16,811,bureau,moyen,simple,gaz,SE,124.4,13186,C
67,2,2016,21,30,residentiel,faible,double,pompe_chaleur,E,90.3,6050,C
159,11,1931,9,161,commercial,faible,double,pompe_chaleur,E,131.8,20956,C
1239,11,2009,20,235,residentiel,faible,simple,fioul,N,108.7,134679,C
293,11,2022,16,99,commercial,moyen,double,gaz,N,59.5,17434,B
512,5,1998,14,211,residentiel,moyen,double,fioul,N,65.8,33690,B
91,10,1977,15,166,bureau,fort,double,pompe_chaleur,O,46.2,4204,A
195,4,1940,23,124,bureau,tres_fort,double,fioul,NE,61.6,12012,B
422,9,1954,17,224,residentiel,faible,double,pompe_chaleur,O,155.4,65579,D
114,5,1977,12,115,residentiel,moyen,triple,gaz,NO,73.8,8413,B
234,2,1930,23,50,commercial,faible,simple,fioul,E,191.8,44881,D
132,12,1993,17,49,bureau,moyen,triple,elec,SE,87.3,11524,B
436,12,2015,9,5,residentiel,moyen,simple,pompe_chaleur,NO,53.5,23326,B
323,11,1997,16,279,residentiel,fort,simple,gaz,SO,60.9,19671,B
395,9,2018,23,174,residentiel,moyen,simple,gaz,NO,62.8,24806,B
450,9,1969,17,84,bureau,moyen,triple,gaz,S,70.2,31590,B
209,11,1946,19,162,bureau,fort,double,elec,NE,83.0,17347,B
494,8,1921,17,173,residentiel,fort,triple,elec,NO,76.7,37890,B
162,13,1965,21,40,bureau,moyen,double,fioul,N,109.2,17690,C
379,11,1931,5,163,commercial,moyen,double,gaz,N,98.9,37483,C
62,8,1987,20,372,commercial,tres_fort,triple,gaz,N,66.4,4117,B
145,9,2003,22,504,residentiel,moyen,triple,gaz,S,56.1,8134,B
1238,14,1931,4,50,residentiel,fort,double,gaz,SO,61.7,76385,B
375,8,1973,19,148,residentiel,fort,double,elec,S,73.5,27562,B
375,2,1975,14,151,residentiel,moyen,triple,pompe_chaleur,S,84.4,31650,B
137,12,1952,11,20,residentiel,moyen,simple,bois,O,104.1,14262,C
114,1,1942,6,357,residentiel,faible,triple,gaz,O,97.1,11069,C
203,4,1994,10,83,residentiel,moyen,triple,gaz,SO,61.1,12403,B
233,5,1943,17,108,bureau,moyen,double,pompe_chaleur,N,102.1,23789,C
935,1,1923,14,66,residentiel,fort,simple,gaz,SE,98.1,91724,C
499,4,1982,5,28,commercial,fort,simple,pompe_chaleur,S,54.3,27096,B
264,3,1927,10,151,residentiel,tres_fort,triple,elec,E,47.6,12566,A
256,8,1952,4,135,bureau,tres_fort,triple,fioul,O,30.2,7731,A
416,13,1929,11,269,residentiel,fort,double,gaz,SO,74.2,30867,B
97,4,1977,22,224,commercial,faible,triple,bois,S,92.3,8953,C
64,6,1942,19,492,commercial,moyen,double,bois,E,95.1,6086,C
412,10,1947,22,498,residentiel,fort,triple,gaz,NO,89.0,36668,B
257,10,1961,7,65,bureau,fort,simple,elec,NO,73.9,18992,B
98,14,1970,16,183,residentiel,faible,simple,elec,E,122.0,11956,C
56,8,1994,10,91,bureau,fort,double,gaz,S,37.5,2100,A
457,11,2016,13,165,residentiel,moyen,double,bois,SE,56.7,25912,B
170,12,1982,23,354,residentiel,moyen,double,gaz,SO,105.9,18003,C
324,6,1970,20,100,residentiel,fort,double,gaz,NE,87.6,28382,B
203,12,1980,17,296,commercial,moyen,simple,gaz,SE,101.8,20665,C
239,14,1972,23,346,residentiel,moyen,double,elec,E,96.1,22968,C
162,2,1920,13,54,bureau,fort,simple,fioul,SE,96.8,15682,C
232,11,1971,5,2,residentiel,fort,triple,elec,SE,36.8,8538,A
366,9,1997,22,337,residentiel,moyen,simple,pompe_chaleur,SO,79.6,29134,B
202,12,2009,6,192,residentiel,fort,double,gaz,SO,35.7,7211,A
194,8,1929,9,51,industriel,moyen,double,pompe_chaleur,E,89.8,17421,B
374,3,1990,22,95,commercial,fort,double,elec,N,65.3,24422,B
